order_details_id,order_id,order_date,order_time,item_id,menu_item_id,item_name,category,price
7213,3182,23-02-2023,12:57:29,127,127,Meat Lasagna,Italian,17.95
7214,3183,23-02-2023,13:04:34,117,117,Chicken Burrito,Mexican,12.95
7215,3184,23-02-2023,13:15:00,126,126,Fettuccine Alfredo,Italian,14.5
7216,3185,23-02-2023,13:22:07,117,117,Chicken Burrito,Mexican,12.95
7217,3185,23-02-2023,13:22:07,111,111,California Roll,Asian,11.95
7218,3185,23-02-2023,13:22:07,132,132,Eggplant Parmesan,Italian,16.95
7219,3186,23-02-2023,13:22:54,102,102,Cheeseburger,American,13.95
7220,3186,23-02-2023,13:22:54,111,111,California Roll,Asian,11.95
7221,3186,23-02-2023,13:22:54,112,112,Salmon Roll,Asian,14.95
7222,3187,23-02-2023,13:27:18,101,101,Hamburger,American,12.95
7223,3187,23-02-2023,13:27:18,102,102,Cheeseburger,American,13.95
7224,3187,23-02-2023,13:27:18,108,108,Tofu Pad Thai,Asian,14.5
7225,3187,23-02-2023,13:27:18,124,124,Spaghetti,Italian,14.5
7226,3187,23-02-2023,13:27:18,110,110,Pork Ramen,Asian,17.95
7227,3187,23-02-2023,13:27:18,113,113,Edamame,Asian,5
7228,3187,23-02-2023,13:27:18,113,113,Edamame,Asian,5
7229,3187,23-02-2023,13:27:18,120,120,Steak Torta,Mexican,13.95
7230,3187,23-02-2023,13:27:18,105,105,Mac & Cheese,American,7
7231,3187,23-02-2023,13:27:18,122,122,Chips & Salsa,Mexican,7
7232,3187,23-02-2023,13:27:18,122,122,Chips & Salsa,Mexican,7
7233,3187,23-02-2023,13:27:18,131,131,Chicken Parmesan,Italian,17.95
7234,3188,23-02-2023,13:34:56,121,121,Cheese Quesadillas,Mexican,10.5
7235,3189,23-02-2023,13:59:04,102,102,Cheeseburger,American,13.95
7236,3189,23-02-2023,13:59:04,103,103,Hot Dog,American,9
7237,3189,23-02-2023,13:59:04,109,109,Korean Beef Bowl,Asian,17.95
7238,3189,23-02-2023,13:59:04,110,110,Pork Ramen,Asian,17.95
7239,3189,23-02-2023,13:59:04,113,113,Edamame,Asian,5
7240,3189,23-02-2023,13:59:04,105,105,Mac & Cheese,American,7
7241,3189,23-02-2023,13:59:04,106,106,French Fries,American,7
7242,3189,23-02-2023,13:59:04,NULL,NULL,NULL,NULL,NULL
7243,3190,23-02-2023,14:24:16,124,124,Spaghetti,Italian,14.5
7244,3190,23-02-2023,14:24:16,132,132,Eggplant Parmesan,Italian,16.95
7245,3191,23-02-2023,15:11:01,117,117,Chicken Burrito,Mexican,12.95
7246,3191,23-02-2023,15:11:01,132,132,Eggplant Parmesan,Italian,16.95
7247,3192,23-02-2023,15:19:27,112,112,Salmon Roll,Asian,14.95
7248,3193,23-02-2023,15:49:25,123,123,Chips & Guacamole,Mexican,9
7249,3194,23-02-2023,16:19:34,125,125,Spaghetti & Meatballs,Italian,17.95
7250,3195,23-02-2023,16:24:11,103,103,Hot Dog,American,9
7251,3195,23-02-2023,16:24:11,112,112,Salmon Roll,Asian,14.95
7252,3195,23-02-2023,16:24:11,114,114,Potstickers,Asian,9
7253,3196,23-02-2023,16:28:00,111,111,California Roll,Asian,11.95
7254,3196,23-02-2023,16:28:00,122,122,Chips & Salsa,Mexican,7
7255,3197,23-02-2023,16:36:02,108,108,Tofu Pad Thai,Asian,14.5
7256,3198,23-02-2023,16:40:05,126,126,Fettuccine Alfredo,Italian,14.5
7257,3198,23-02-2023,16:40:05,132,132,Eggplant Parmesan,Italian,16.95
7258,3199,23-02-2023,17:13:58,115,115,Chicken Tacos,Mexican,11.95
7259,3199,23-02-2023,17:13:58,106,106,French Fries,American,7
7260,3200,23-02-2023,17:16:39,109,109,Korean Beef Bowl,Asian,17.95
7261,3200,23-02-2023,17:16:39,123,123,Chips & Guacamole,Mexican,9
7262,3201,23-02-2023,17:21:33,104,104,Veggie Burger,American,10.5
7263,3201,23-02-2023,17:21:33,110,110,Pork Ramen,Asian,17.95
7264,3201,23-02-2023,17:21:33,123,123,Chips & Guacamole,Mexican,9
7265,3201,23-02-2023,17:21:33,132,132,Eggplant Parmesan,Italian,16.95
7266,3202,23-02-2023,17:22:50,104,104,Veggie Burger,American,10.5
7267,3202,23-02-2023,17:22:50,110,110,Pork Ramen,Asian,17.95
7268,3202,23-02-2023,17:22:50,131,131,Chicken Parmesan,Italian,17.95
7269,3202,23-02-2023,17:22:50,NULL,NULL,NULL,NULL,NULL
7270,3203,23-02-2023,17:23:12,106,106,French Fries,American,7
7271,3203,23-02-2023,17:23:12,132,132,Eggplant Parmesan,Italian,16.95
7272,3204,23-02-2023,17:29:25,111,111,California Roll,Asian,11.95
7273,3204,23-02-2023,17:29:25,119,119,Chicken Torta,Mexican,11.95
7274,3205,23-02-2023,17:31:33,102,102,Cheeseburger,American,13.95
7275,3205,23-02-2023,17:31:33,111,111,California Roll,Asian,11.95
7276,3205,23-02-2023,17:31:33,106,106,French Fries,American,7
7277,3206,23-02-2023,17:31:54,107,107,Orange Chicken,Asian,16.5
7278,3206,23-02-2023,17:31:54,113,113,Edamame,Asian,5
7279,3206,23-02-2023,17:31:54,130,130,Shrimp Scampi,Italian,19.95
7280,3206,23-02-2023,17:31:54,123,123,Chips & Guacamole,Mexican,9
7281,3207,23-02-2023,17:34:41,108,108,Tofu Pad Thai,Asian,14.5
7282,3207,23-02-2023,17:34:41,109,109,Korean Beef Bowl,Asian,17.95
7283,3208,23-02-2023,17:41:51,108,108,Tofu Pad Thai,Asian,14.5
7284,3209,23-02-2023,17:42:59,107,107,Orange Chicken,Asian,16.5
7285,3210,23-02-2023,18:05:29,108,108,Tofu Pad Thai,Asian,14.5
7286,3210,23-02-2023,18:05:29,110,110,Pork Ramen,Asian,17.95
7287,3210,23-02-2023,18:05:29,129,129,Mushroom Ravioli,Italian,15.5
7288,3210,23-02-2023,18:05:29,131,131,Chicken Parmesan,Italian,17.95
7289,3211,23-02-2023,18:22:26,116,116,Steak Tacos,Mexican,13.95
7290,3211,23-02-2023,18:22:26,108,108,Tofu Pad Thai,Asian,14.5
7291,3212,23-02-2023,18:33:38,101,101,Hamburger,American,12.95
7292,3212,23-02-2023,18:33:38,129,129,Mushroom Ravioli,Italian,15.5
7293,3213,23-02-2023,18:37:54,102,102,Cheeseburger,American,13.95
7294,3214,23-02-2023,18:39:22,119,119,Chicken Torta,Mexican,11.95
7295,3215,23-02-2023,18:48:26,113,113,Edamame,Asian,5
7296,3216,23-02-2023,18:51:30,125,125,Spaghetti & Meatballs,Italian,17.95
7297,3216,23-02-2023,18:51:30,117,117,Chicken Burrito,Mexican,12.95
7298,3216,23-02-2023,18:51:30,127,127,Meat Lasagna,Italian,17.95
7299,3216,23-02-2023,18:51:30,129,129,Mushroom Ravioli,Italian,15.5
7300,3217,23-02-2023,19:56:16,102,102,Cheeseburger,American,13.95
7301,3217,23-02-2023,19:56:16,103,103,Hot Dog,American,9
7302,3217,23-02-2023,19:56:16,125,125,Spaghetti & Meatballs,Italian,17.95
7303,3217,23-02-2023,19:56:16,119,119,Chicken Torta,Mexican,11.95
7304,3218,23-02-2023,19:57:22,108,108,Tofu Pad Thai,Asian,14.5
7305,3219,23-02-2023,20:21:54,116,116,Steak Tacos,Mexican,13.95
7306,3219,23-02-2023,20:21:54,119,119,Chicken Torta,Mexican,11.95
7307,3220,23-02-2023,20:33:37,109,109,Korean Beef Bowl,Asian,17.95
7308,3221,23-02-2023,21:09:47,108,108,Tofu Pad Thai,Asian,14.5
7309,3222,23-02-2023,21:19:27,109,109,Korean Beef Bowl,Asian,17.95
7310,3222,23-02-2023,21:19:27,118,118,Steak Burrito,Mexican,14.95
7311,3222,23-02-2023,21:19:27,123,123,Chips & Guacamole,Mexican,9
7312,3223,23-02-2023,22:05:27,116,116,Steak Tacos,Mexican,13.95
7313,3223,23-02-2023,22:05:27,126,126,Fettuccine Alfredo,Italian,14.5
7314,3223,23-02-2023,22:05:27,132,132,Eggplant Parmesan,Italian,16.95
7315,3224,23-02-2023,22:22:21,107,107,Orange Chicken,Asian,16.5
7316,3225,24-02-2023,11:44:17,108,108,Tofu Pad Thai,Asian,14.5
7317,3226,24-02-2023,11:56:22,108,108,Tofu Pad Thai,Asian,14.5
7318,3226,24-02-2023,11:56:22,129,129,Mushroom Ravioli,Italian,15.5
7319,3226,24-02-2023,11:56:22,113,113,Edamame,Asian,5
7320,3226,24-02-2023,11:56:22,118,118,Steak Burrito,Mexican,14.95
7321,3226,24-02-2023,11:56:22,121,121,Cheese Quesadillas,Mexican,10.5
7322,3227,24-02-2023,11:57:44,103,103,Hot Dog,American,9
7323,3227,24-02-2023,11:57:44,122,122,Chips & Salsa,Mexican,7
7324,3228,24-02-2023,12:08:42,109,109,Korean Beef Bowl,Asian,17.95
7325,3228,24-02-2023,12:08:42,111,111,California Roll,Asian,11.95
7326,3229,24-02-2023,12:11:31,124,124,Spaghetti,Italian,14.5
7327,3229,24-02-2023,12:11:31,120,120,Steak Torta,Mexican,13.95
7328,3230,24-02-2023,12:13:18,121,121,Cheese Quesadillas,Mexican,10.5
7329,3230,24-02-2023,12:13:18,106,106,French Fries,American,7
7330,3231,24-02-2023,12:15:10,125,125,Spaghetti & Meatballs,Italian,17.95
7331,3231,24-02-2023,12:15:10,130,130,Shrimp Scampi,Italian,19.95
7332,3232,24-02-2023,12:24:43,124,124,Spaghetti,Italian,14.5
7333,3232,24-02-2023,12:24:43,125,125,Spaghetti & Meatballs,Italian,17.95
7334,3232,24-02-2023,12:24:43,126,126,Fettuccine Alfredo,Italian,14.5
7335,3232,24-02-2023,12:24:43,122,122,Chips & Salsa,Mexican,7
7336,3233,24-02-2023,12:29:32,106,106,French Fries,American,7
7337,3234,24-02-2023,12:34:37,101,101,Hamburger,American,12.95
7338,3234,24-02-2023,12:34:37,101,101,Hamburger,American,12.95
7339,3234,24-02-2023,12:34:37,115,115,Chicken Tacos,Mexican,11.95
7340,3234,24-02-2023,12:34:37,102,102,Cheeseburger,American,13.95
7341,3234,24-02-2023,12:34:37,102,102,Cheeseburger,American,13.95
7342,3234,24-02-2023,12:34:37,124,124,Spaghetti,Italian,14.5
7343,3234,24-02-2023,12:34:37,109,109,Korean Beef Bowl,Asian,17.95
7344,3234,24-02-2023,12:34:37,113,113,Edamame,Asian,5
7345,3234,24-02-2023,12:34:37,121,121,Cheese Quesadillas,Mexican,10.5
7346,3234,24-02-2023,12:34:37,105,105,Mac & Cheese,American,7
7347,3235,24-02-2023,12:49:47,118,118,Steak Burrito,Mexican,14.95
7348,3236,24-02-2023,12:50:51,101,101,Hamburger,American,12.95
7349,3236,24-02-2023,12:50:51,115,115,Chicken Tacos,Mexican,11.95
7350,3236,24-02-2023,12:50:51,105,105,Mac & Cheese,American,7
7351,3236,24-02-2023,12:50:51,123,123,Chips & Guacamole,Mexican,9
7352,3237,24-02-2023,12:51:26,102,102,Cheeseburger,American,13.95
7353,3238,24-02-2023,12:52:55,122,122,Chips & Salsa,Mexican,7
7354,3239,24-02-2023,13:11:53,118,118,Steak Burrito,Mexican,14.95
7355,3240,24-02-2023,13:24:10,107,107,Orange Chicken,Asian,16.5
7356,3240,24-02-2023,13:24:10,127,127,Meat Lasagna,Italian,17.95
7357,3240,24-02-2023,13:24:10,122,122,Chips & Salsa,Mexican,7
7358,3241,24-02-2023,13:26:36,107,107,Orange Chicken,Asian,16.5
7359,3242,24-02-2023,13:26:39,116,116,Steak Tacos,Mexican,13.95
7360,3242,24-02-2023,13:26:39,120,120,Steak Torta,Mexican,13.95
7361,3242,24-02-2023,13:26:39,123,123,Chips & Guacamole,Mexican,9
7362,3243,24-02-2023,13:29:11,118,118,Steak Burrito,Mexican,14.95
7363,3243,24-02-2023,13:29:11,123,123,Chips & Guacamole,Mexican,9
7364,3244,24-02-2023,13:40:52,116,116,Steak Tacos,Mexican,13.95
7365,3244,24-02-2023,13:40:52,117,117,Chicken Burrito,Mexican,12.95
7366,3245,24-02-2023,14:08:37,132,132,Eggplant Parmesan,Italian,16.95
7367,3246,24-02-2023,14:31:36,116,116,Steak Tacos,Mexican,13.95
7368,3246,24-02-2023,14:31:36,124,124,Spaghetti,Italian,14.5
7369,3246,24-02-2023,14:31:36,117,117,Chicken Burrito,Mexican,12.95
7370,3247,24-02-2023,14:43:13,117,117,Chicken Burrito,Mexican,12.95
7371,3248,24-02-2023,15:00:06,112,112,Salmon Roll,Asian,14.95
7372,3249,24-02-2023,15:18:55,108,108,Tofu Pad Thai,Asian,14.5
7373,3249,24-02-2023,15:18:55,109,109,Korean Beef Bowl,Asian,17.95
7374,3249,24-02-2023,15:18:55,118,118,Steak Burrito,Mexican,14.95
7375,3250,24-02-2023,16:09:29,101,101,Hamburger,American,12.95
7376,3250,24-02-2023,16:09:29,109,109,Korean Beef Bowl,Asian,17.95
7377,3250,24-02-2023,16:09:29,119,119,Chicken Torta,Mexican,11.95
7378,3250,24-02-2023,16:09:29,106,106,French Fries,American,7
7379,3251,24-02-2023,16:19:28,117,117,Chicken Burrito,Mexican,12.95
7380,3252,24-02-2023,16:28:32,118,118,Steak Burrito,Mexican,14.95
7381,3253,24-02-2023,16:33:11,112,112,Salmon Roll,Asian,14.95
7382,3254,24-02-2023,16:39:08,109,109,Korean Beef Bowl,Asian,17.95
7383,3254,24-02-2023,16:39:08,129,129,Mushroom Ravioli,Italian,15.5
7384,3254,24-02-2023,16:39:08,111,111,California Roll,Asian,11.95
7385,3255,24-02-2023,16:41:21,105,105,Mac & Cheese,American,7
7386,3255,24-02-2023,16:41:21,105,105,Mac & Cheese,American,7
7387,3255,24-02-2023,16:41:21,132,132,Eggplant Parmesan,Italian,16.95
7388,3256,24-02-2023,17:31:07,104,104,Veggie Burger,American,10.5
7389,3256,24-02-2023,17:31:07,108,108,Tofu Pad Thai,Asian,14.5
7390,3256,24-02-2023,17:31:07,113,113,Edamame,Asian,5
7391,3256,24-02-2023,17:31:07,113,113,Edamame,Asian,5
7392,3257,24-02-2023,17:38:20,111,111,California Roll,Asian,11.95
7393,3257,24-02-2023,17:38:20,105,105,Mac & Cheese,American,7
7394,3258,24-02-2023,17:40:49,125,125,Spaghetti & Meatballs,Italian,17.95
7395,3258,24-02-2023,17:40:49,109,109,Korean Beef Bowl,Asian,17.95
7396,3258,24-02-2023,17:40:49,130,130,Shrimp Scampi,Italian,19.95
7397,3259,24-02-2023,17:40:57,116,116,Steak Tacos,Mexican,13.95
7398,3260,24-02-2023,17:41:19,105,105,Mac & Cheese,American,7
7399,3260,24-02-2023,17:41:19,132,132,Eggplant Parmesan,Italian,16.95
7400,3261,24-02-2023,17:50:57,101,101,Hamburger,American,12.95
7401,3261,24-02-2023,17:50:57,124,124,Spaghetti,Italian,14.5
7402,3261,24-02-2023,17:50:57,113,113,Edamame,Asian,5
7403,3261,24-02-2023,17:50:57,119,119,Chicken Torta,Mexican,11.95
7404,3262,24-02-2023,18:05:09,102,102,Cheeseburger,American,13.95
7405,3262,24-02-2023,18:05:09,112,112,Salmon Roll,Asian,14.95
7406,3262,24-02-2023,18:05:09,130,130,Shrimp Scampi,Italian,19.95
7407,3263,24-02-2023,18:11:03,101,101,Hamburger,American,12.95
7408,3264,24-02-2023,18:19:39,108,108,Tofu Pad Thai,Asian,14.5
7409,3264,24-02-2023,18:19:39,131,131,Chicken Parmesan,Italian,17.95
7410,3265,24-02-2023,18:39:12,116,116,Steak Tacos,Mexican,13.95
7411,3265,24-02-2023,18:39:12,110,110,Pork Ramen,Asian,17.95
7412,3265,24-02-2023,18:39:12,113,113,Edamame,Asian,5
7413,3266,24-02-2023,18:40:58,115,115,Chicken Tacos,Mexican,11.95
7414,3266,24-02-2023,18:40:58,126,126,Fettuccine Alfredo,Italian,14.5
7415,3267,24-02-2023,18:42:17,126,126,Fettuccine Alfredo,Italian,14.5
7416,3267,24-02-2023,18:42:17,113,113,Edamame,Asian,5
7417,3268,24-02-2023,19:23:15,118,118,Steak Burrito,Mexican,14.95
7418,3268,24-02-2023,19:23:15,122,122,Chips & Salsa,Mexican,7
7419,3269,24-02-2023,19:26:01,109,109,Korean Beef Bowl,Asian,17.95
7420,3269,24-02-2023,19:26:01,120,120,Steak Torta,Mexican,13.95
7421,3269,24-02-2023,19:26:01,106,106,French Fries,American,7
7422,3270,24-02-2023,19:31:37,129,129,Mushroom Ravioli,Italian,15.5
7423,3271,24-02-2023,19:40:28,117,117,Chicken Burrito,Mexican,12.95
7424,3272,24-02-2023,19:43:11,125,125,Spaghetti & Meatballs,Italian,17.95
7425,3272,24-02-2023,19:43:11,110,110,Pork Ramen,Asian,17.95
7426,3273,24-02-2023,20:20:10,124,124,Spaghetti,Italian,14.5
7427,3273,24-02-2023,20:20:10,110,110,Pork Ramen,Asian,17.95
7428,3274,24-02-2023,20:23:21,113,113,Edamame,Asian,5
7429,3274,24-02-2023,20:23:21,106,106,French Fries,American,7
7430,3275,24-02-2023,20:40:50,NULL,NULL,NULL,NULL,NULL
7431,3276,24-02-2023,20:46:55,109,109,Korean Beef Bowl,Asian,17.95
7432,3276,24-02-2023,20:46:55,114,114,Potstickers,Asian,9
7433,3277,24-02-2023,20:49:40,124,124,Spaghetti,Italian,14.5
7434,3278,24-02-2023,21:03:42,102,102,Cheeseburger,American,13.95
7435,3278,24-02-2023,21:03:42,109,109,Korean Beef Bowl,Asian,17.95
7436,3278,24-02-2023,21:03:42,111,111,California Roll,Asian,11.95
7437,3278,24-02-2023,21:03:42,120,120,Steak Torta,Mexican,13.95
7438,3279,24-02-2023,21:35:05,101,101,Hamburger,American,12.95
7439,3279,24-02-2023,21:35:05,106,106,French Fries,American,7
7440,3280,24-02-2023,21:48:31,102,102,Cheeseburger,American,13.95
7441,3280,24-02-2023,21:48:31,124,124,Spaghetti,Italian,14.5
7442,3280,24-02-2023,21:48:31,113,113,Edamame,Asian,5
7443,3280,24-02-2023,21:48:31,119,119,Chicken Torta,Mexican,11.95
7444,3281,24-02-2023,21:50:48,124,124,Spaghetti,Italian,14.5
7445,3281,24-02-2023,21:50:48,113,113,Edamame,Asian,5
7446,3281,24-02-2023,21:50:48,123,123,Chips & Guacamole,Mexican,9
7447,3282,24-02-2023,22:57:58,123,123,Chips & Guacamole,Mexican,9
7448,3283,25-02-2023,10:54:03,125,125,Spaghetti & Meatballs,Italian,17.95
7449,3283,25-02-2023,10:54:03,111,111,California Roll,Asian,11.95
7450,3284,25-02-2023,11:37:52,109,109,Korean Beef Bowl,Asian,17.95
7451,3285,25-02-2023,11:47:42,101,101,Hamburger,American,12.95
7452,3286,25-02-2023,11:50:16,107,107,Orange Chicken,Asian,16.5
7453,3286,25-02-2023,11:50:16,104,104,Veggie Burger,American,10.5
7454,3286,25-02-2023,11:50:16,106,106,French Fries,American,7
7455,3286,25-02-2023,11:50:16,132,132,Eggplant Parmesan,Italian,16.95
7456,3287,25-02-2023,12:00:21,101,101,Hamburger,American,12.95
7457,3287,25-02-2023,12:00:21,125,125,Spaghetti & Meatballs,Italian,17.95
7458,3288,25-02-2023,12:00:55,102,102,Cheeseburger,American,13.95
7459,3288,25-02-2023,12:00:55,104,104,Veggie Burger,American,10.5
7460,3288,25-02-2023,12:00:55,110,110,Pork Ramen,Asian,17.95
7461,3289,25-02-2023,12:22:27,102,102,Cheeseburger,American,13.95
7462,3289,25-02-2023,12:22:27,125,125,Spaghetti & Meatballs,Italian,17.95
7463,3289,25-02-2023,12:22:27,113,113,Edamame,Asian,5
7464,3289,25-02-2023,12:22:27,118,118,Steak Burrito,Mexican,14.95
7465,3289,25-02-2023,12:22:27,132,132,Eggplant Parmesan,Italian,16.95
7466,3290,25-02-2023,12:32:36,127,127,Meat Lasagna,Italian,17.95
7467,3290,25-02-2023,12:32:36,121,121,Cheese Quesadillas,Mexican,10.5
7468,3290,25-02-2023,12:32:36,106,106,French Fries,American,7
7469,3291,25-02-2023,12:34:40,107,107,Orange Chicken,Asian,16.5
7470,3292,25-02-2023,12:39:18,107,107,Orange Chicken,Asian,16.5
7471,3292,25-02-2023,12:39:18,116,116,Steak Tacos,Mexican,13.95
7472,3292,25-02-2023,12:39:18,124,124,Spaghetti,Italian,14.5
7473,3292,25-02-2023,12:39:18,125,125,Spaghetti & Meatballs,Italian,17.95
7474,3292,25-02-2023,12:39:18,112,112,Salmon Roll,Asian,14.95
7475,3292,25-02-2023,12:39:18,113,113,Edamame,Asian,5
7476,3292,25-02-2023,12:39:18,113,113,Edamame,Asian,5
7477,3292,25-02-2023,12:39:18,119,119,Chicken Torta,Mexican,11.95
7478,3292,25-02-2023,12:39:18,120,120,Steak Torta,Mexican,13.95
7479,3292,25-02-2023,12:39:18,105,105,Mac & Cheese,American,7
7480,3292,25-02-2023,12:39:18,130,130,Shrimp Scampi,Italian,19.95
7481,3292,25-02-2023,12:39:18,123,123,Chips & Guacamole,Mexican,9
7482,3292,25-02-2023,12:39:18,NULL,NULL,NULL,NULL,NULL
7483,3293,25-02-2023,12:41:42,103,103,Hot Dog,American,9
7484,3294,25-02-2023,12:43:23,112,112,Salmon Roll,Asian,14.95
7485,3294,25-02-2023,12:43:23,132,132,Eggplant Parmesan,Italian,16.95
7486,3295,25-02-2023,12:44:09,110,110,Pork Ramen,Asian,17.95
7487,3296,25-02-2023,12:45:11,101,101,Hamburger,American,12.95
7488,3296,25-02-2023,12:45:11,107,107,Orange Chicken,Asian,16.5
7489,3296,25-02-2023,12:45:11,108,108,Tofu Pad Thai,Asian,14.5
7490,3297,25-02-2023,12:57:10,117,117,Chicken Burrito,Mexican,12.95
7491,3297,25-02-2023,12:57:10,NULL,NULL,NULL,NULL,NULL
7492,3298,25-02-2023,13:01:51,104,104,Veggie Burger,American,10.5
7493,3299,25-02-2023,13:08:59,125,125,Spaghetti & Meatballs,Italian,17.95
7494,3299,25-02-2023,13:08:59,131,131,Chicken Parmesan,Italian,17.95
7495,3300,25-02-2023,13:10:46,109,109,Korean Beef Bowl,Asian,17.95
7496,3301,25-02-2023,13:18:01,131,131,Chicken Parmesan,Italian,17.95
7497,3302,25-02-2023,13:24:42,104,104,Veggie Burger,American,10.5
7498,3302,25-02-2023,13:24:42,108,108,Tofu Pad Thai,Asian,14.5
7499,3303,25-02-2023,13:29:23,121,121,Cheese Quesadillas,Mexican,10.5
7500,3304,25-02-2023,13:36:09,107,107,Orange Chicken,Asian,16.5
7501,3304,25-02-2023,13:36:09,103,103,Hot Dog,American,9
7502,3304,25-02-2023,13:36:09,108,108,Tofu Pad Thai,Asian,14.5
7503,3304,25-02-2023,13:36:09,109,109,Korean Beef Bowl,Asian,17.95
7504,3304,25-02-2023,13:36:09,129,129,Mushroom Ravioli,Italian,15.5
7505,3304,25-02-2023,13:36:09,105,105,Mac & Cheese,American,7
7506,3304,25-02-2023,13:36:09,131,131,Chicken Parmesan,Italian,17.95
7507,3305,25-02-2023,14:24:47,127,127,Meat Lasagna,Italian,17.95
7508,3306,25-02-2023,14:25:47,122,122,Chips & Salsa,Mexican,7
7509,3307,25-02-2023,14:43:41,112,112,Salmon Roll,Asian,14.95
7510,3307,25-02-2023,14:43:41,121,121,Cheese Quesadillas,Mexican,10.5
7511,3307,25-02-2023,14:43:41,121,121,Cheese Quesadillas,Mexican,10.5
7512,3308,25-02-2023,15:07:18,117,117,Chicken Burrito,Mexican,12.95
7513,3308,25-02-2023,15:07:18,120,120,Steak Torta,Mexican,13.95
7514,3309,25-02-2023,15:11:35,108,108,Tofu Pad Thai,Asian,14.5
7515,3309,25-02-2023,15:11:35,118,118,Steak Burrito,Mexican,14.95
7516,3310,25-02-2023,15:39:00,101,101,Hamburger,American,12.95
7517,3310,25-02-2023,15:39:00,127,127,Meat Lasagna,Italian,17.95
7518,3310,25-02-2023,15:39:00,131,131,Chicken Parmesan,Italian,17.95
7519,3311,25-02-2023,15:44:27,124,124,Spaghetti,Italian,14.5
7520,3311,25-02-2023,15:44:27,120,120,Steak Torta,Mexican,13.95
7521,3311,25-02-2023,15:44:27,106,106,French Fries,American,7
7522,3311,25-02-2023,15:44:27,132,132,Eggplant Parmesan,Italian,16.95
7523,3312,25-02-2023,15:49:29,110,110,Pork Ramen,Asian,17.95
7524,3312,25-02-2023,15:49:29,111,111,California Roll,Asian,11.95
7525,3313,25-02-2023,15:52:00,129,129,Mushroom Ravioli,Italian,15.5
7526,3314,25-02-2023,15:54:56,107,107,Orange Chicken,Asian,16.5
7527,3314,25-02-2023,15:54:56,125,125,Spaghetti & Meatballs,Italian,17.95
7528,3314,25-02-2023,15:54:56,112,112,Salmon Roll,Asian,14.95
7529,3315,25-02-2023,16:28:11,120,120,Steak Torta,Mexican,13.95
7530,3315,25-02-2023,16:28:11,131,131,Chicken Parmesan,Italian,17.95
7531,3316,25-02-2023,16:38:42,132,132,Eggplant Parmesan,Italian,16.95
7532,3317,25-02-2023,16:51:29,124,124,Spaghetti,Italian,14.5
7533,3317,25-02-2023,16:51:29,118,118,Steak Burrito,Mexican,14.95
7534,3318,25-02-2023,16:58:06,126,126,Fettuccine Alfredo,Italian,14.5
7535,3318,25-02-2023,16:58:06,106,106,French Fries,American,7
7536,3319,25-02-2023,17:05:27,116,116,Steak Tacos,Mexican,13.95
7537,3320,25-02-2023,17:09:14,126,126,Fettuccine Alfredo,Italian,14.5
7538,3320,25-02-2023,17:09:14,123,123,Chips & Guacamole,Mexican,9
7539,3321,25-02-2023,17:22:08,125,125,Spaghetti & Meatballs,Italian,17.95
7540,3321,25-02-2023,17:22:08,105,105,Mac & Cheese,American,7
7541,3321,25-02-2023,17:22:08,130,130,Shrimp Scampi,Italian,19.95
7542,3321,25-02-2023,17:22:08,131,131,Chicken Parmesan,Italian,17.95
7543,3322,25-02-2023,17:25:13,107,107,Orange Chicken,Asian,16.5
7544,3322,25-02-2023,17:25:13,125,125,Spaghetti & Meatballs,Italian,17.95
7545,3322,25-02-2023,17:25:13,120,120,Steak Torta,Mexican,13.95
7546,3322,25-02-2023,17:25:13,122,122,Chips & Salsa,Mexican,7
7547,3323,25-02-2023,17:45:10,108,108,Tofu Pad Thai,Asian,14.5
7548,3323,25-02-2023,17:45:10,112,112,Salmon Roll,Asian,14.95
7549,3324,25-02-2023,17:59:30,118,118,Steak Burrito,Mexican,14.95
7550,3325,25-02-2023,18:00:51,126,126,Fettuccine Alfredo,Italian,14.5
7551,3325,25-02-2023,18:00:51,110,110,Pork Ramen,Asian,17.95
7552,3326,25-02-2023,18:15:41,124,124,Spaghetti,Italian,14.5
7553,3326,25-02-2023,18:15:41,122,122,Chips & Salsa,Mexican,7
7554,3327,25-02-2023,18:19:46,125,125,Spaghetti & Meatballs,Italian,17.95
7555,3328,25-02-2023,18:44:25,127,127,Meat Lasagna,Italian,17.95
7556,3328,25-02-2023,18:44:25,105,105,Mac & Cheese,American,7
7557,3329,25-02-2023,18:49:43,111,111,California Roll,Asian,11.95
7558,3329,25-02-2023,18:49:43,105,105,Mac & Cheese,American,7
7559,3329,25-02-2023,18:49:43,132,132,Eggplant Parmesan,Italian,16.95
7560,3330,25-02-2023,18:58:00,103,103,Hot Dog,American,9
7561,3330,25-02-2023,18:58:00,125,125,Spaghetti & Meatballs,Italian,17.95
7562,3330,25-02-2023,18:58:00,113,113,Edamame,Asian,5
7563,3330,25-02-2023,18:58:00,121,121,Cheese Quesadillas,Mexican,10.5
7564,3331,25-02-2023,19:31:42,121,121,Cheese Quesadillas,Mexican,10.5
7565,3332,25-02-2023,19:41:18,120,120,Steak Torta,Mexican,13.95
7566,3333,25-02-2023,19:44:04,101,101,Hamburger,American,12.95
7567,3334,25-02-2023,19:54:47,125,125,Spaghetti & Meatballs,Italian,17.95
7568,3334,25-02-2023,19:54:47,111,111,California Roll,Asian,11.95
7569,3335,25-02-2023,20:03:38,102,102,Cheeseburger,American,13.95
